track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec,source_playlist_id
5lByoyTJti3jYo22bLQKOH,Burnin,234773,48,"['edm', 'slap house']",48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,,"['7CajNmpbOovFoOoasH2HaY', '6cEuCEZu7PAE9ZSzLLc2oQ']","['Calvin Harris', 'R3HAB']",2014.0,234.773,67PaYmoZUrRaSXaWEIJglP
7LdTalCN5cwD2XHTzuYufv,Raise Your Hands - Radio Edit,266142,2,"['edm', 'big room']",4B0E4mJA0NB9kZ2mayW3eY,Raise Your Hands (Radio Edit),,,['7e1BNCygl2Gf7CX8LrByPv'],['Ummet Ozcan'],,266.142,67PaYmoZUrRaSXaWEIJglP
3m4vB0q02q4xvBenENEkLw,No Heroes (feat. Luciana),245002,48,"['future house', 'big room', 'slap house', 'electronica', 'melbourne bounce', 'electro house', 'edm']",0o5FMj2LepZb7fZ6CNAxe3,No Heroes (feat. Luciana),2014-09-05,,"['53YSn9tHwGJ6bq5P0gGoYo', '2wX6xSig4Rig5kZU6ePlWe', '4ugGMtXC28CVR5hlYJy9wV']","['Firebeatz', 'KSHMR', 'Luciana']",2014.0,245.002,67PaYmoZUrRaSXaWEIJglP
076jREnPu9sinABTfdw9Xi,Calabria - Firebeatz Remix,221250,1,"['electro house', 'edm', 'future house', 'big room']",6mhzvpz4HEmj9fSPFGRMoc,Calabria (Firebeatz Remix),2014-10-27,,"['32ejcIBfk6cbs473H0LlBE', '53YSn9tHwGJ6bq5P0gGoYo']","['Rune RK', 'Firebeatz']",2014.0,221.25,67PaYmoZUrRaSXaWEIJglP
2k0waIY8BXP3kakHgwwHaC,Voodoo - Original Mix,273832,0,"['electronica', 'future house', 'big room', 'edm']",5RAG02f5Yk7BVko23RL4BT,EDMXXL The Best of DVBBS,2016-01-18,,"['5X4LWwbUFNzPkEas04uU82', '12SPNXi0aDpFt0rMVbmLrr']","['DVBBS', 'Jay Hardway']",2016.0,273.832,67PaYmoZUrRaSXaWEIJglP
1CT9ebtobcouQw7G9mZ9AV,Helicopter - Video Edit,206449,52,"['future house', 'big room', 'electronica', 'progressive house', 'electro house', 'edm']",2vVYOsPwDIDRigcmvqDlRF,Helicopter (Video Edit),2014-03-10,,"['60d24wfXkVzDSfLS6hyCjZ', '53YSn9tHwGJ6bq5P0gGoYo']","['Martin Garrix', 'Firebeatz']",2014.0,206.449,67PaYmoZUrRaSXaWEIJglP
55rHrbCJdcjw7sCOWpYVt5,Move - Showtek Radio Edit,190602,27,"['bass house', 'future house', 'big room', 'electronica', 'hardstyle', 'electro house', 'edm']",2JYO2igLvRbxp0DcY702xs,Move (Showtek Edit),2015-04-20,,"['6eUtrZgzxqbV7zMxzN3Sz2', '3gk0OYeLFWYupGFRHqLSR7']","['twoloud', 'Showtek']",2015.0,190.602,67PaYmoZUrRaSXaWEIJglP
2w6M0lfuDVB5eWxm5L3rnC,Big Bang - 2015 Life In Color Anthem; Radio Edit,190429,35,"['edm', 'big room']",2VcI5AotBrZ0psLXLVlajC,Big Bang (2015 Life In Color Anthem; Radio Edit),2015-04-27,,"['4uiMn2g0pgTrhN096QJhbp', '4JprKwueQv8ws3n7N8BLVC']","['Borgeous', 'SOLANO']",2015.0,190.429,67PaYmoZUrRaSXaWEIJglP
4FVcGYFGstfGbL4aZZkqIc,Dead Mans Hand,255000,37,"['electronica', 'edm', 'big room', 'slap house']",6Ge0sTvsG2N3QfBCxt4eIM,Dead Mans Hand,2015-02-09,,['2wX6xSig4Rig5kZU6ePlWe'],['KSHMR'],2015.0,255.0,67PaYmoZUrRaSXaWEIJglP
08ZcJN45zSSzemGG6FirCv,All Night,258750,34,['future house'],3BRCBoAKHHifKhxSTFm74j,All Night,2015-03-23,,"['2vVNxGBvKRQMWwI5c8KmYh', '2PJ1vRlkfKUxNzkNqYlalv']","['Tujamo', 'Jacob Plant']",2015.0,258.75,67PaYmoZUrRaSXaWEIJglP
69JBtHvvmGPdMOZEKXxLci,Beast,296359,23,"['progressive house', 'big room', 'edm']",1LltHjdnzyMQl4cLuVEhGV,Beast,2014-07-28,,"['1XLjkBxFokuDTlHt0mQkRe', '4uiMn2g0pgTrhN096QJhbp']","['Thomas Gold', 'Borgeous']",2014.0,296.359,67PaYmoZUrRaSXaWEIJglP
1Q4jb2UjtWUDUojHsB8mLY,Split (Only U),256640,61,"['big room', 'house', 'trance', 'dance', 'edm']",0WTYsW1iJz4NQqdclJ4gcd,Split (Only U),2015-09-14,,"['2o5jDhtHVPhrJdv3cEQ99Z', '69GGBxA162lTqCwzJG5jLp']","['Tiësto', 'The Chainsmokers']",2015.0,256.64,67PaYmoZUrRaSXaWEIJglP
5AdIEMVaS9pZEE6is0mdqm,Bigfoot,175312,44,"['edm', 'big room']",2K1Xt4CF4p2ruVJXLOyiJG,Bigfoot,2014-02-24,,['2rTo8KIkBTFjQS7VvaKYQ4'],['W&W'],2014.0,175.312,67PaYmoZUrRaSXaWEIJglP
5LlwfoQVDwDWax3PoEjAI5,Pump This Party,273750,28,"['progressive house', 'future house', 'big room']",0z4JefjnG8VSh0mBi7SSiD,Pump This Party,2015-01-09,,['629Fs7UJp6tWqOYZi8t8ET'],['Alpharock'],2015.0,273.75,67PaYmoZUrRaSXaWEIJglP
4WgM2becr135oJ7DfVNaCd,Booty Bounce - Radio Edit,200760,53,[],3LpjFZrch659XgR4uLLTkf,Booty Bounce (Radio Edit),2015-04-17,,['2vVNxGBvKRQMWwI5c8KmYh'],['Tujamo'],2015.0,200.76,67PaYmoZUrRaSXaWEIJglP
3iLzyDMXB7QXX2RjtmJFOn,Proxy,279384,55,"['electronica', 'edm', 'progressive house']",25y6Xtp0vTDB7SIIraJ6kW,Proxy,2014-03-07,,['60d24wfXkVzDSfLS6hyCjZ'],['Martin Garrix'],2014.0,279.384,67PaYmoZUrRaSXaWEIJglP
0ovkF7guujkfu2yRLnUS0b,Ain't a Party (feat. Harrison) - Radio Edit,194500,40,"['deep house', 'dance', 'edm']",5ikMpWbztlAkmdcFYEaRkM,Ain't a Party (feat. Harrison) [Radio Edit],2013-07-08,,"['1Cs0zKBU1kc0i8ypK3B9ai', '2gLZZdgHD8ZbSAB2qQkr3P', '58O8UPrTdl4u2buM0skj94']","['David Guetta', 'GLOWINTHEDARK', 'Harrison']",2013.0,194.5,67PaYmoZUrRaSXaWEIJglP
6rMwYjoFvxKiaEH4If8ZpZ,How Deep Is Your Love - Calvin Harris & R3hab Remix,256560,47,"['edm', 'slap house', 'house']",4dwsyenCENU1FwKZXh0Ech,How Deep Is Your Love (Remixes),2015-08-07,,"['7CajNmpbOovFoOoasH2HaY', '5EehXjjMktLuJmbRsM7YfB', '6cEuCEZu7PAE9ZSzLLc2oQ']","['Calvin Harris', 'Disciples', 'R3HAB']",2015.0,256.56,67PaYmoZUrRaSXaWEIJglP
2y139opKwoNM0pPmKeTcpd,The Hum - Short Edit,211000,43,"['electronica', 'electro', 'big room', 'edm']",7AUAYHT6Xzz1CB7TKB5jAx,The Hum (Short Edit),2015-04-27,,"['73jBynjsVtofjRpdpRAJGk', '7e1BNCygl2Gf7CX8LrByPv']","['Dimitri Vegas & Like Mike', 'Ummet Ozcan']",2015.0,211.0,67PaYmoZUrRaSXaWEIJglP
50AekvESV8GtXwAfwqra54,Satisfied (Radio Edit),221639,29,"['hardstyle', 'electronica', 'big room', 'edm']",6DwG2GveJsbyOo3ArVBRFj,Satisfied,2015-06-15,,"['3gk0OYeLFWYupGFRHqLSR7', '7HqEmV7FeCi16bQyHMpIrF']","['Showtek', 'VASSY']",2015.0,221.639,67PaYmoZUrRaSXaWEIJglP
7bxj6llCh5eFo9z7wNOi0q,Spack Jarrow - Extended Mix,270000,26,"['edm', 'future house', 'big room']",4pTYfkRo22aBDxSFh6k8m6,Spack Jarrow (Extended Mix),2015-09-07,,"['2rTo8KIkBTFjQS7VvaKYQ4', '1vo8zHmO1KzkuU9Xxh6J7W']","['W&W', 'MOTi']",2015.0,270.0,67PaYmoZUrRaSXaWEIJglP
2wwN7CGIhd6a0E5QxE1MvZ,Melody - Radio Mix,223384,0,"['electro', 'big room', 'electronica', 'electro house', 'edm']",0Ah4SbBsCAwggeZhmb6oIC,Melody (Radio Mix),2016-04-29,,"['73jBynjsVtofjRpdpRAJGk', '77AiFEVeAVj2ORpC85QVJs', '7e1BNCygl2Gf7CX8LrByPv']","['Dimitri Vegas & Like Mike', 'Steve Aoki', 'Ummet Ozcan']",2016.0,223.384,67PaYmoZUrRaSXaWEIJglP
2kRiqNXs5S4jYscSCZQaX1,That Drop - Original Mix,258159,0,"['tropical house', 'brazilian bass', 'big room']",72BO2xmYDId6z1TAyKVa2V,That Drop,2015-05-04,,['6P6fVBXZjnqdgq2z2b8WlO'],['FTampa'],2015.0,258.159,67PaYmoZUrRaSXaWEIJglP
5qDy5v2Ci15FB4WlGUcSNh,Raveology,262514,32,"['big room', 'slap house', 'electronica', 'melbourne bounce', 'edm']",7slXfkxwdRS7mfzaEgmepS,Raveology,2014-01-27,,"['5X4LWwbUFNzPkEas04uU82', '4mrBetqy378Jf1y6NLszlx']","['DVBBS', 'VINAI']",2014.0,262.514,67PaYmoZUrRaSXaWEIJglP
1ZoHuLxbQho7N5ioKA6Hx1,C.U.B.A,269906,48,['edm'],12zQ9tz6fjLsB5RjxUgXFu,C.U.B.A,2015-03-16,,['7CajNmpbOovFoOoasH2HaY'],['Calvin Harris'],2015.0,269.906,67PaYmoZUrRaSXaWEIJglP
1ePJabGycaU4kds0w1yOGJ,Sun Goes Down (feat. MAGIC! & Sonny Wilson),211866,30,"['big room', 'electronica', 'dance', 'hardstyle', 'edm']",0fBxY8xFhIKIOknBRwJYxm,Sun Goes Down (feat. MAGIC! & Sonny Wilson),2015-10-03,,"['1Cs0zKBU1kc0i8ypK3B9ai', '3gk0OYeLFWYupGFRHqLSR7', '0DxeaLnv6SyYk2DOqkLO8c', '3gTl4XARdQR2Sy59osG0Ia']","['David Guetta', 'Showtek', 'MAGIC!', 'Sonny Wilson']",2015.0,211.866,67PaYmoZUrRaSXaWEIJglP
5EbITZyzQ51x4y5vgTCoGw,Let Me Feel - Radio Edit,202541,36,"['electro house', 'edm', 'big room', 'progressive house']",0zdMvVziBUVHQn2fyBbnWV,Let Me Feel (Radio Edit),2015-02-09,,"['5ChF3i92IPZHduM7jN3dpg', '0daugAjUgbJSqdlyYNwIbT', '5Mrj5E7pfTnz99Yyef5mW8', '51q7p0TnANvr9f9w1PraWU']","['Nicky Romero', 'Vicetone', 'When We Are Wild', 'Hille Stellingwerf']",2015.0,202.541,67PaYmoZUrRaSXaWEIJglP
3QX7SuJNmWfyIa6CyGuwKA,Sandcastles - Radio Edit,193124,20,['progressive house'],1e7qMUnvgO9PYdkcsIpliq,Sandcastles,2015-08-03,,['1qHD7NdzvjBXQwb7rms3lD'],['Volt & State'],2015.0,193.124,67PaYmoZUrRaSXaWEIJglP
65hRZOQkVjmBdusz1N7aOv,Save The World,213337,71,['edm'],728voOLBbJUBgK2vooghcS,Save The World,2011-05-13,,['1h6Cn3P4NGzXbaXidqURXs'],['Swedish House Mafia'],2011.0,213.337,67PaYmoZUrRaSXaWEIJglP
73TU1voolT9RHWGLOHyM0J,Titanium (feat. Sia) - Alesso Remix,403809,45,"['dance', 'edm']",7tmMk6qGP9CmHOkJWEtsdU,Titanium (feat. Sia),2011-12-09,,"['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN', '4AVFqumd2ogHFlRbKIjp1t']","['David Guetta', 'Sia', 'Alesso']",2011.0,403.809,67PaYmoZUrRaSXaWEIJglP
3lcuERI7leyYwfFGv1ZP5e,Gold Dust,234254,48,[],4QcXq4vTVN7dFb7bZa9jG2,Pharmacy,2015-06-05,,['4sTQVOfp9vEMCemLw50sbu'],['Galantis'],2015.0,234.254,67PaYmoZUrRaSXaWEIJglP
6ICtjZyqSTXxAMIu9QN63h,Mad World - Radio Edit,210703,0,"['electronica', 'edm', 'big room', 'progressive house']",5vdI2UgslbMhoYrLpm12EY,Mad World,2015-10-16,,"['6BrvowZBreEkXzJQMpL174', '0eBOZ74PcpQb3SisNPgaRQ']","['Hardwell', 'Jake Reese']",2015.0,210.703,67PaYmoZUrRaSXaWEIJglP
4KStl2JWlATZdJo8tq0jha,Dreamer - Matisse & Sadko Remix,250809,0,"['progressive house', 'big room', 'edm']",1KEeWoWqWx9SeeG1HSe9XE,Dreamer (Remixes),2018-02-02,,"['2XnBwblw31dfGnspMIwgWz', '2QMCcKIPHnjQaPPgoEst88']","['Axwell /\\ Ingrosso', 'Matisse & Sadko']",2018.0,250.809,67PaYmoZUrRaSXaWEIJglP
0VGrgE7GbWaINRnh1bR4k9,Clarity,271426,2,['edm'],0C6m4LiyUwsLI0eK6kJyeh,Clarity,2012-01-01,,"['2qxJFvFYMEDqd7ui6kSAcq', '7qRll6DYV06u2VuRPAVqug']","['Zedd', 'Foxes']",2012.0,271.426,67PaYmoZUrRaSXaWEIJglP
6ii7kTrjostB8G21X9S6P0,Spectrum,243413,0,['edm'],0C6m4LiyUwsLI0eK6kJyeh,Clarity,2012-01-01,,"['2qxJFvFYMEDqd7ui6kSAcq', '1mU61l2mcjEFraXZLpvVMo']","['Zedd', 'Matthew Koma']",2012.0,243.413,67PaYmoZUrRaSXaWEIJglP
5C4NMi4fPpdFPnMZVsyG8H,Something New,247146,63,['edm'],6Ei5WWek37m1x9AjpSXTcJ,More Than You Know,2017-07-28,,"['2XnBwblw31dfGnspMIwgWz', '1xNmvlEiICkRlRGqlNFZ43', '6hyMWrxGBsOx6sWcVj1DqP']","['Axwell /\\ Ingrosso', 'Axwell', 'Sebastian Ingrosso']",2017.0,247.146,67PaYmoZUrRaSXaWEIJglP
4pHvOc8OyXWGM78WGzShev,Howl At The Moon - Radio Edit,183750,44,"['progressive house', 'future house', 'edm']",4HQHV81zj57DsEXGdDMkes,Howl At The Moon,2014-03-10,,"['0DRf6JJDQnRnz0Yp209CmH', '27feHJH3VKyk8FgOndiWU8']","['Stadiumx', 'Taylr Renee']",2014.0,183.75,67PaYmoZUrRaSXaWEIJglP
1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,74,"['electro house', 'progressive house', 'big room', 'edm']",0sOrbRnJcNod63r49kmGVb,I Could Be The One [Avicii vs Nicky Romero],2012-12-26,,"['1vCWHaC5f2uS3yhpwWbIA6', '5ChF3i92IPZHduM7jN3dpg']","['Avicii', 'Nicky Romero']",2012.0,208.316,67PaYmoZUrRaSXaWEIJglP
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),223139,68,"['electronica', 'r&b', 'edm', 'progressive house']",7e4eCJT5ON1FpJD5Si341e,Don't Look Down (feat. Usher),2015-03-17,,"['60d24wfXkVzDSfLS6hyCjZ', '23zg3TcAtWQy7J6upgbUnj']","['Martin Garrix', 'USHER']",2015.0,223.139,67PaYmoZUrRaSXaWEIJglP
7KCXA4Y1gIGDSm388m9bW1,Keeping Your Head Up - Don Diablo Remix; Radio Edit,207145,49,"['future house', 'edm']",4259aAIAYsIhri9W5EgM3J,Keeping Your Head Up (Don Diablo Remix; Radio Edit),2016-02-12,,"['2WX2uTcsvV5OnS0inACecP', '1l2ekx5skC4gJH8djERwh1']","['Birdy', 'Don Diablo']",2016.0,207.145,67PaYmoZUrRaSXaWEIJglP
2h4NeHIduGdYq9XRlL3FZD,Make Me Feel Better - Don Diablo & CID / Radio Edit,202460,22,"['tech house', 'future house', 'tropical house', 'edm']",0zMLyv1kNV2B0LDGEK2RbB,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,,"['1mrrvBvbrm28iYaPlJ9mG5', '1l2ekx5skC4gJH8djERwh1', '4FCzCS0KEgb0rgySWINItO']","['Alex Adair', 'Don Diablo', 'CID']",2017.0,202.46,67PaYmoZUrRaSXaWEIJglP
5hZz0GjweCU7v0u5VU6KlT,Chemicals (feat. Thomas Troelsen),222075,50,"['future house', 'big room', 'house', 'trance', 'dance', 'edm']",5ahoJwdRxEV11glfqkF5zX,Chemicals (feat. Thomas Troelsen),2015-10-03,,"['2o5jDhtHVPhrJdv3cEQ99Z', '1l2ekx5skC4gJH8djERwh1', '66dO8EHFd4ZfjxdQC4VdAS']","['Tiësto', 'Don Diablo', 'Thomas Troelsen']",2015.0,222.075,67PaYmoZUrRaSXaWEIJglP
3WovUC9r899C6zVoaqzSyl,Live The Night - Extended Mix,273750,37,"['big room', 'electronica', 'progressive house', 'crunk', 'edm']",2AA7tUy5d2IXPeqQHBtHF4,Live The Night,2016-07-11,,"['2rTo8KIkBTFjQS7VvaKYQ4', '6BrvowZBreEkXzJQMpL174', '7sfl4Xt5KmfyDs2T3SVSMK']","['W&W', 'Hardwell', 'Lil Jon']",2016.0,273.75,67PaYmoZUrRaSXaWEIJglP
1qm9MfTAoEixNPSqshHqfV,Toca (feat. Timmy Trumpet & KSHMR),223000,54,"['big room', 'slap house', 'electronica', 'melbourne bounce', 'edm']",6AFct76pAIPVHMuOHA80YE,Papi Gordo,2015-10-30,,"['7CCjtD0hCK005Bvg2WG1a7', '0CbeG1224FS58EUx4tPevZ', '2wX6xSig4Rig5kZU6ePlWe']","['Carnage', 'Timmy Trumpet', 'KSHMR']",2015.0,223.0,67PaYmoZUrRaSXaWEIJglP
712Hktc9DnU5u9uOSn1q1Y,Bazaar - Official Sunburn Goa 2015 Anthem,172500,48,"['electronica', 'edm', 'big room', 'slap house']",36pFTdtEssQWiApMZ7J30m,Bazaar (Official Sunburn Goa 2015 Anthem),2015-12-25,,"['2wX6xSig4Rig5kZU6ePlWe', '6S3KljEiIOWoLMUyZrkQUc']","['KSHMR', 'Marnik']",2015.0,172.5,67PaYmoZUrRaSXaWEIJglP
6GLzN6o2fkOupy8e1vGzwp,Virus (How About Now) - Radio Edit,199426,60,"['future house', 'big room', 'electronica', 'progressive house', 'edm']",22GK1YrW3XnIFnhifmv5nZ,Virus (How About Now) [Radio Edit],2014-10-27,,"['60d24wfXkVzDSfLS6hyCjZ', '1vo8zHmO1KzkuU9Xxh6J7W']","['Martin Garrix', 'MOTi']",2014.0,199.426,67PaYmoZUrRaSXaWEIJglP
4O2gRMLAIQYHXe25wjeTFj,Electric Elephants,173087,46,"['electronica', 'edm', 'future house', 'big room']",1Vlj2MZ0h4LA0IYjPvX6eI,Electric Elephants,2015-11-13,,['12SPNXi0aDpFt0rMVbmLrr'],['Jay Hardway'],2015.0,173.087,67PaYmoZUrRaSXaWEIJglP
0jwBZ2IGQiqnzddAH1i5xb,Wizard,281259,18,"['future house', 'big room', 'electronica', 'progressive house', 'edm']",0PnxUXn0k2RxoYzhmHmagB,Wizard,2013-12-16,,"['60d24wfXkVzDSfLS6hyCjZ', '12SPNXi0aDpFt0rMVbmLrr']","['Martin Garrix', 'Jay Hardway']",2013.0,281.259,67PaYmoZUrRaSXaWEIJglP
41n12dnalEleTIgVhPAadq,The Wave - Original Mix,206250,0,"['melbourne bounce', 'deep house', 'big room', 'slap house']",4rGuRVfLISm274WoPIVu1B,The Wave,2015-08-03,,"['4mrBetqy378Jf1y6NLszlx', '58O8UPrTdl4u2buM0skj94']","['VINAI', 'Harrison']",2015.0,206.25,67PaYmoZUrRaSXaWEIJglP
63tSP00oJyqLVvn3fqPT3g,Raveheart,210587,31,"['electronica', 'big room', 'edm']",12LTmjlvB8pmmQx0Nzge02,Raveheart,2015-08-17,,['5X4LWwbUFNzPkEas04uU82'],['DVBBS'],2015.0,210.587,67PaYmoZUrRaSXaWEIJglP
5CQ3B0nNkKGNKMLPrtXfHa,Tiger - Original Mix,200628,0,"['big room', 'edm', 'slap house']",3IjvRgGquqWIHFAwAvC7nQ,Tiger,2015-06-12,,"['6cEuCEZu7PAE9ZSzLLc2oQ', '4CrDEHL7ysNabeYvL3xjUX', '0EK2nCt5jxbkN2HCmtKy4V']","['R3HAB', 'Skytech', 'Fafaq']",2015.0,200.628,67PaYmoZUrRaSXaWEIJglP
1NM2NUzlN9SY8z5k4ZfRJB,Ping Pong - Hardwell Remix,180923,50,"['big room', 'electronica', 'trance', 'progressive house', 'progressive trance', 'edm']",5MbMZMTM6BMefGRnCFtw7T,Ping Pong (Hardwell Remix),2014-04-28,,"['0SfsnGyD8FpIN4U4WCkBZ5', '6BrvowZBreEkXzJQMpL174']","['Armin van Buuren', 'Hardwell']",2014.0,180.923,67PaYmoZUrRaSXaWEIJglP
0HfBJq3iJ14I90SAX1NFgF,Call Me a Spaceman - Radio Edit,189375,37,"['electronica', 'edm', 'big room', 'progressive house']",2A5Lqfgvp6Zsng03uzY4fc,Call Me a Spaceman,,,"['6BrvowZBreEkXzJQMpL174', '4m5bANP6wwn3O6xmjYxhTm']","['Hardwell', 'Mitch Crown']",,189.375,67PaYmoZUrRaSXaWEIJglP
2u1hNCuqC0KFNnuAOxGUTN,Wake Up,270245,24,"['electronica', 'edm', 'future house', 'big room']",3hAF3xs6nPTf0xVo8vmsO6,Wake Up,,,['12SPNXi0aDpFt0rMVbmLrr'],['Jay Hardway'],,270.245,67PaYmoZUrRaSXaWEIJglP
1qp0ptMXNg9hqLH8sk7cc2,Sweet Lovin' - Radio Edit,202213,67,[],5rr0xAQfk01cPi1N37jX11,Brighter Days,2018-09-28,,"['1IueXOQyABrMOprrzwQJWN', '7mWMzxN6IAIQ1tfFFtAiQv']","['Sigala', 'Bryn Christopher']",2018.0,202.213,67PaYmoZUrRaSXaWEIJglP
2ToIksTPpJ4csKPEOdUEyM,Cool,221400,62,['edm'],0tRVSbmOwilUucqjzU0fQw,Forever,2015-05-22,,"['4AVFqumd2ogHFlRbKIjp1t', '1m42JiZ7Rv8D7Lc7FTSWAR']","['Alesso', 'Roy English']",2015.0,221.4,67PaYmoZUrRaSXaWEIJglP
